City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
350,Saint-Pierre,40,RE,1612652375,83,-21.3393,55.4781,78.8,4.61
351,Port Macquarie,55,AU,1612652346,79,-31.4333,152.9167,82.0,1.99
352,Kyabé,0,TD,1612652376,21,9.4515,18.9449,72.39,7.29
353,Dhekiajuli,23,IN,1612652376,51,26.7,92.5,57.96,1.39
354,Distrikt Paramaribo,40,SR,1612652376,83,5.8667,-55.1667,81.0,11.5
355,Ulladulla,29,AU,1612652376,64,-35.35,150.4667,75.99,3.91
356,Talavera,75,PH,1612652376,83,15.6167,120.9333,77.0,4.61
357,Bolboşi,100,RO,1612652377,93,44.75,23.2167,39.99,1.86
358,Matagami,90,CA,1612652377,79,49.7502,-77.6328,10.4,11.5
359,Sabang,63,ID,1612652377,74,5.8933,95.3214,82.44,14.74
360,Alexandria,0,EG,1612652377,88,31.2156,29.9553,55.4,3.44
361,Gaoua,59,BF,1612652378,18,10.2992,-3.2508,82.08,2.24
362,Carroll,1,US,1612652378,42,39.5501,-77.0164,42.8,5.75
363,Halmstad,0,SE,1612652378,79,56.6745,12.8568,15.8,13.8
364,João Pinheiro,100,BR,1612652379,98,-17.7425,-46.1725,69.3,12.68
365,Pativilca,66,PE,1612652379,74,-10.7,-77.7833,71.6,7.11
366,Deputatsky,1,RU,1612652379,84,69.3,139.9,-34.71,1.57
367,Būndu,75,IN,1612652379,88,23.1833,85.5833,57.2,3.85
368,Cururupu,79,BR,1612652362,86,-1.8283,-44.8683,77.11,3.33
369,Christchurch,90,NZ,1612652368,72,-43.5333,172.6333,64.99,20.71
370,Nelidovo,74,RU,1612652380,92,56.2211,32.7774,-2.58,5.91
371,Roald,20,NO,1612652380,74,62.5833,6.1333,23.0,12.66
372,Bandar,83,ID,1612652381,85,2.05,99.75,71.73,1.43
373,Volksrust,96,ZA,1612652381,96,-27.3654,29.8818,57.07,2.04
374,Osmaniye,0,TR,1612652371,88,37.0742,36.2478,55.0,7.0
375,Baruun-Urt,0,MN,1612652381,84,46.6806,113.2792,-9.72,8.34
376,Samarai,89,PG,1612652225,71,-10.6167,150.6667,84.7,5.44
377,Mandera,1,KE,1612652382,46,3.9366,41.867,77.86,13.53
378,Alofi,100,NU,1612652382,79,-19.0595,-169.9187,84.2,11.5
379,Cherskiy,0,RU,1612652089,80,68.75,161.3,-7.2,4.83
380,Airai,93,TL,1612652382,99,-8.9266,125.4092,64.13,2.59
381,Kleive,3,NO,1612652383,73,62.7954,7.6359,24.8,8.05
382,Mahébourg,40,MU,1612652383,78,-20.4081,57.7,78.8,4.61
383,São Sebastião do Passé,40,BR,1612652177,78,-12.5125,-38.4953,82.4,18.41
384,Wamba,0,NG,1612652384,20,8.9333,8.6,75.92,4.21
385,Moerai,2,PF,1612652384,70,-22.4333,-151.3333,81.55,10.47
386,Havøysund,100,NO,1612652343,94,70.9963,24.6622,27.41,22.01
387,Sept-Îles,100,CA,1612652249,93,50.2001,-66.3821,30.2,9.22
388,Bad Reichenhall,20,DE,1612652385,93,47.7333,12.8833,37.4,1.14
389,Zhezkazgan,69,KZ,1612652385,95,47.8043,67.7144,18.27,18.48
390,Makubetsu,92,JP,1612652385,92,45.3714,141.8211,14.65,14.7
391,Dilla,50,ET,1612652385,39,6.41,38.31,69.03,2.26
392,Port Lincoln,87,AU,1612652120,69,-34.7333,135.8667,61.68,11.23
393,Bathsheba,20,BB,1612652110,69,13.2167,-59.5167,78.8,18.41
394,Aksha,71,RU,1612652386,86,50.2814,113.2867,-6.41,3.94
395,Abhā,0,SA,1612652386,81,18.2164,42.5053,50.0,2.48
396,Shebalino,0,RU,1612652386,90,51.2917,85.6772,22.93,8.23
397,Benguela,23,AO,1612652387,82,-12.5763,13.4055,73.62,3.67
398,Yining,5,CN,1612652387,88,29.0361,114.5636,49.78,1.32
399,Madang,100,PG,1612652387,86,-5.2246,145.7966,78.58,4.38
400,Kajaani,90,FI,1612652387,92,64.2273,27.7285,15.8,6.91
401,Aktau,0,KZ,1612652374,75,43.65,51.2,33.8,6.71
402,Panama City,20,PA,1612652291,74,8.9936,-79.5197,86.0,10.36
403,Fukuechō,0,JP,1612652134,68,32.6881,128.8419,56.26,15.03
404,Villazón,80,BO,1612652388,61,-22.0866,-65.5942,57.79,17.4
405,Mucurapo,20,TT,1612652388,69,10.6667,-61.5333,80.6,12.66
406,Dergachi,100,RU,1612652388,93,51.2328,48.7659,9.99,11.41
407,Baie-Saint-Paul,51,CA,1612652252,92,47.4411,-70.4986,21.2,6.91
408,Mushie,64,CD,1612652389,88,-3.0167,16.9,74.34,0.58
409,Viçosa,100,BR,1612652389,94,-20.7539,-42.8819,68.59,4.81
410,Alice Springs,64,AU,1612652389,31,-23.7,133.8833,80.01,11.5
411,Bilāspur,0,IN,1612652390,46,22.0833,82.15,53.8,5.84
412,Cabral,15,DO,1612652390,73,18.25,-71.2167,75.07,9.15
413,Kenai,90,US,1612652204,86,60.5544,-151.2583,18.0,9.22
414,Luanda,20,AO,1612652386,83,-8.8368,13.2343,78.8,9.22
415,Husavik,75,IS,1612652391,64,66.0449,-17.3389,33.8,8.05
416,Yellowknife,1,CA,1612652282,61,62.456,-114.3525,-34.01,4.61
417,Egvekinot,2,RU,1612652391,78,66.3167,-179.1667,-4.81,7.7
418,Camacha,20,PT,1612652391,62,33.0833,-16.3333,57.2,17.27
419,Piedade,2,BR,1612652392,86,-23.7119,-47.4278,62.44,11.16
420,Chapais,90,CA,1612652392,85,49.7834,-74.8492,14.0,6.91
421,Vao,0,NC,1612652392,83,-22.6667,167.4833,77.4,4.47
422,Kang,74,BW,1612652361,93,-23.6752,22.7876,67.26,9.42
423,Dudinka,0,RU,1612652159,81,69.4058,86.1778,-33.25,9.69
424,Cap Malheureux,7,MU,1612652381,85,-19.9842,57.6142,77.0,1.99
425,Khatanga,0,RU,1612652110,78,71.9667,102.5,-35.93,7.94
426,Geraldton,75,AU,1612652099,88,-28.7667,114.6,68.0,23.02
427,Vanimo,97,PG,1612652394,86,-2.6741,141.3028,79.34,5.77
428,Kazachinskoye,96,RU,1612652395,97,57.6953,93.2761,23.65,8.16
429,Pasadena,75,US,1612652395,64,29.6911,-95.2091,68.0,11.5
430,Chui,0,UY,1612652395,72,-33.6971,-53.4616,69.42,9.84
431,Saint-Joseph,40,RE,1612652395,83,-21.3667,55.6167,78.8,4.61
432,Mayo,1,US,1612652396,45,38.8876,-76.5119,46.99,2.17
433,Tokmak,99,UA,1612652396,84,47.2514,35.7058,26.53,8.59
434,Esim,0,GH,1612652396,88,4.8699,-2.2405,79.86,8.12
435,Nehe,0,CN,1612652396,85,48.4833,124.8333,-10.26,6.35
436,Behshahr,100,IR,1612652397,75,36.6923,53.5526,53.42,3.49
437,Dwārka,0,IN,1612652397,49,22.2394,68.9678,69.04,15.5
438,Neiafu,90,TO,1612652397,94,-18.65,-173.9833,78.8,10.36
439,Correntina,74,BR,1612652398,83,-13.3433,-44.6367,70.79,5.99
440,Tual,100,ID,1612652398,79,-5.6667,132.75,83.8,18.75
441,Athabasca,99,CA,1612652378,64,54.7169,-113.2854,-13.0,2.3
442,Paamiut,0,GL,1612652398,79,61.994,-49.6678,21.92,7.7
443,Atbasar,100,KZ,1612652399,95,51.8,68.3333,16.77,27.94
444,Los Andes,0,CL,1612652399,68,-32.8337,-70.5983,71.01,17.27
445,Manokwari,100,ID,1612652148,83,-0.8667,134.0833,78.13,2.68
446,Kiknur,100,RU,1612652399,91,57.3034,47.2011,-6.45,11.14
447,Catió,76,GW,1612652399,24,11.2833,-15.25,80.26,9.08
448,Nyurba,15,RU,1612652401,84,63.2842,118.3319,-32.03,2.53
449,North Valley,1,US,1612652146,11,35.1734,-106.6234,55.0,6.91
450,Alekseyevsk,100,RU,1612652402,93,57.8406,108.3492,6.13,5.14
451,Tura,100,IN,1612652402,69,25.5198,90.2201,56.12,1.25
452,Iquique,0,CL,1612652110,46,-20.2208,-70.1431,75.2,17.27
453,Byron Bay,8,AU,1612652365,73,-28.65,153.6167,78.8,2.3
454,Maryborough,3,AU,1612652403,48,-25.5333,152.7,87.17,3.51
455,Hervey Bay,13,AU,1612652358,61,-25.2986,152.8535,87.01,10.36
456,Abu Dhabi,0,AE,1612652198,68,24.4667,54.3667,68.0,2.3
457,Puerto Nariño,40,CO,1612652407,70,-3.7703,-70.3831,87.8,4.61
458,Richards Bay,97,ZA,1612652408,88,-28.783,32.0377,72.81,7.94
459,Tongzi,48,CN,1612652411,75,28.7829,105.0877,52.0,1.5
460,Kedgwick,47,CA,1612652414,94,47.6446,-67.3434,17.55,12.01
461,Yangjiang,0,CN,1612652416,83,21.85,111.9667,60.33,2.75
462,Beian,20,NO,1612652417,80,63.6559,9.5683,23.0,11.5
463,Aksarka,97,RU,1612652142,82,66.5606,67.7975,-35.3,20.11
464,Alappuzha,0,IN,1612652418,88,9.49,76.3264,77.0,6.2
465,Worland,75,US,1612652419,73,44.0169,-107.9554,15.8,4.47
466,Springbok,0,ZA,1612652419,72,-29.6643,17.8865,60.57,5.3
467,Carballo,84,ES,1612652419,93,43.213,-8.691,39.99,1.01
468,Leon Valley,1,US,1612652338,19,29.4952,-98.6186,77.0,23.02
469,Tazovsky,70,RU,1612652147,86,67.4667,78.7,-25.62,10.36
470,Copiapó,40,CL,1612652420,68,-27.3667,-70.3333,66.2,12.66
471,Sokol,100,RU,1612652421,90,59.4617,40.1206,-8.73,8.43
472,Hérouville-Saint-Clair,90,FR,1612652421,93,49.2109,-0.3065,42.8,9.22
473,Gouyave,20,GD,1612652421,69,12.1646,-61.7296,80.6,17.27
474,Lucapa,100,AO,1612652421,95,-8.4192,20.7447,67.44,1.61
475,Takhtamygda,53,RU,1612652422,84,54.1,123.5667,-17.48,2.01
476,Brownwood,1,US,1612652422,31,31.7093,-98.9912,62.6,16.11
477,Santa Fe,0,AR,1612652422,33,-31.6333,-60.7,78.51,4.0
478,Sol'-Iletsk,100,RU,1612652423,93,51.1631,54.9918,5.45,14.18
479,Biak,100,ID,1612652423,76,-0.9131,122.8766,77.59,2.8
480,Kamaishi,75,JP,1612652423,100,39.2667,141.8833,32.0,2.3
481,Bambanglipuro,75,ID,1612652423,87,-7.95,110.2833,75.58,5.37
482,Celestún,2,MX,1612652188,75,20.8667,-90.4,76.66,10.49
483,Mandsaur,0,IN,1612652424,41,24.0667,75.0667,54.05,5.3
484,Corn Island,71,NI,1612652424,82,12.1694,-83.0418,80.69,17.83
485,Ibrā’,0,OM,1612652424,80,22.6906,58.5334,49.64,1.36
486,Māngrol,0,IN,1612652425,37,21.1167,70.1167,64.58,12.66
487,Borovichi,95,RU,1612652425,91,58.3878,33.9155,-2.54,7.25
488,Atyrau,0,KZ,1612652401,79,47.1167,51.8833,17.6,6.71
489,Kudahuvadhoo,32,MV,1612652426,77,2.6708,72.8944,81.01,13.4
490,Severodvinsk,40,RU,1612652426,65,64.5635,39.8302,-2.2,8.95
491,Kashgar,20,CN,1612652426,55,39.4547,75.9797,33.8,8.95
492,Mount Gambier,90,AU,1612652426,82,-37.8333,140.7667,57.2,9.22
493,Batemans Bay,3,AU,1612652220,79,-35.7167,150.1833,72.0,4.0
494,Kaniama,100,CD,1612652427,96,-7.5667,24.1833,66.38,1.72
495,Abu Samrah,0,SY,1612652427,71,35.3029,37.1841,50.52,5.39
496,Lagos,20,NG,1612652428,89,6.5833,3.75,82.4,8.05
497,Ternate,100,ID,1612652428,81,0.8,127.4,79.25,4.43
498,Taltal,22,CL,1612652428,66,-25.4,-70.4833,67.46,6.15
499,Mitsamiouli,87,KM,1612652429,72,-11.3847,43.2844,82.65,4.72
500,Shimanovsk,0,RU,1612652429,85,52.0,127.7,-20.76,5.97
501,Mandan,1,US,1612652430,59,46.8267,-100.8896,1.4,8.05
502,Myitkyina,5,MM,1612652430,64,25.3833,97.4,55.04,3.11
503,Mugan,100,CN,1612652430,61,35.9404,101.3842,22.33,0.89
504,Bubaque,73,GW,1612652356,54,11.2833,-15.8333,80.46,17.69
505,Kathmandu,20,NP,1612652431,93,27.7167,85.3167,37.4,3.44
506,Poum,0,NC,1612652431,68,-20.2333,164.0167,79.92,2.95
507,Qaqortoq,13,GL,1612652431,80,60.7167,-46.0333,18.99,4.47
508,Mahon,0,ES,1612652431,82,39.8885,4.2658,57.2,8.05
509,Sobolevo,77,RU,1612652432,92,54.4299,31.8996,-3.62,8.43
510,Sisimiut,0,GL,1612652432,79,66.9395,-53.6735,20.68,17.65
511,Ukiah,1,US,1612652432,32,39.1502,-123.2078,72.0,3.67
512,Usinsk,99,RU,1612652342,82,65.9939,57.5281,-33.36,13.78
513,Camocim,54,BR,1612652433,77,-2.9022,-40.8411,80.06,15.23
514,Laguna,1,US,1612652434,48,38.421,-121.4238,66.0,4.61
515,Abrau-Dyurso,100,RU,1612652434,86,44.69,37.59,28.4,15.66
516,Jacareacanga,100,BR,1612652434,95,-6.2222,-57.7528,74.88,2.21
517,Cañete,29,CL,1612652434,77,-37.8,-73.4,63.7,2.68
518,Xai-Xai,98,MZ,1612652435,82,-25.0519,33.6442,76.1,4.45
519,Cartagena,40,CO,1612652359,70,10.3997,-75.5144,86.0,13.8
520,Nome,90,US,1612652435,79,64.5011,-165.4064,17.6,9.22
521,Sorong,100,ID,1612652435,82,-0.8833,131.25,79.97,2.59
522,Matadi,95,CD,1612652436,90,-5.8167,13.45,77.95,4.36
523,Zhigansk,96,RU,1612652436,80,66.7697,123.3711,-39.51,12.21
524,Ürümqi,90,CN,1612652136,85,43.801,87.6005,8.6,2.24
525,Lingao,0,CN,1612652437,90,19.9103,109.6859,65.35,7.45
526,Yershov,93,RU,1612652437,93,51.3513,48.2766,7.95,11.77
527,Bonfim,97,BR,1612652437,54,3.0833,-59.95,84.33,8.46
528,Goshogawara,75,JP,1612652437,93,40.8044,140.4414,34.0,5.75
529,Bilma,75,NE,1612652438,25,18.6853,12.9164,64.18,7.58
530,Forsytheganj,13,BY,1612652376,93,52.6333,29.7333,1.24,5.44
531,Jinji,0,CN,1612652438,74,23.2281,110.8261,62.1,1.05
532,Barra de Tecoanapa,11,MX,1612652438,60,16.5167,-98.75,83.19,11.18
533,Padang,20,ID,1612652439,94,-0.9492,100.3543,71.6,2.3
534,Kristianstad,44,SE,1612652439,79,56.0313,14.1524,16.0,5.75
535,Imbituba,0,BR,1612652439,64,-28.24,-48.6703,75.2,6.91
536,Tambacounda,0,SN,1612652440,38,13.7539,-13.7586,77.0,9.22
537,Buala,98,SB,1612652440,80,-8.145,159.5921,82.18,9.86
538,Peniche,32,PT,1612652440,73,39.3558,-9.3811,53.01,11.01
539,Inírida,100,CO,1612652440,94,3.8653,-67.9239,77.02,1.83
540,Harper,6,LR,1612652441,88,4.375,-7.7169,79.47,7.9
541,Longyan,39,CN,1612652441,77,25.1072,117.0225,55.53,1.52
542,Verkhnetulomskiy,75,RU,1612652441,86,68.6073,31.7962,23.0,8.95
543,Puerto Santander,40,CO,1612652441,58,8.3636,-72.4063,86.0,9.22
544,Petropavlovka,92,RU,1612652178,83,50.6114,105.3196,-2.92,4.32
545,Provost,100,CA,1612652442,70,52.3501,-110.2683,-14.8,5.75
546,Avera,90,US,1612652158,93,33.194,-82.5271,44.6,4.61
547,Marsá Maţrūḩ,0,EG,1612652443,82,31.3525,27.2453,53.6,5.75
548,‘Āhuimanu,40,US,1612652375,47,21.4447,-157.8378,77.0,6.91
549,Trivandrum,40,IN,1612652443,89,8.4833,76.9167,78.8,5.77
550,Loudi,34,CN,1612652357,83,27.7344,111.9944,53.13,1.03
551,Viedma,40,AR,1612652430,61,-40.8135,-62.9967,68.0,20.94
552,Sioux Lookout,90,CA,1612652444,64,50.1001,-91.917,-11.2,13.8
553,Yurimaguas,61,PE,1612652444,77,-5.9,-76.0833,82.15,0.38
554,Båtsfjord,100,NO,1612652444,95,70.6345,29.7185,25.39,24.16
555,Ploemeur,0,FR,1612652445,87,47.7333,-3.4333,39.0,5.75
556,Bastogne,100,BE,1612652445,77,50.0035,5.7184,41.0,16.28
557,Rājgarh,0,IN,1612652445,40,28.6333,75.3833,55.29,4.41
558,Jalu,0,LY,1612652445,40,29.0331,21.5482,59.47,8.25
559,Kailua,40,US,1612652446,47,21.4022,-157.7394,77.0,6.91
560,Merauke,100,ID,1612652357,79,-8.4667,140.3333,81.97,13.94
561,Mulegé,20,MX,1612652446,25,26.8833,-111.9833,70.75,12.39
562,Muzhi,100,RU,1612652446,84,65.3667,64.6667,-28.8,15.3
563,Tiarei,20,PF,1612652447,61,-17.5333,-149.3333,82.4,13.8
564,Karwar,10,IN,1612652447,55,14.8,74.1333,72.57,4.68
565,Northam,29,GB,1612652447,91,51.0333,-4.2167,39.0,5.99
566,Olinda,20,BR,1612652448,73,-8.0089,-34.8553,78.8,5.75
567,Yokadouma,22,CM,1612652448,63,3.5167,15.05,73.29,2.33
568,Bismarck,1,US,1612652342,42,46.8083,-100.7837,1.4,11.5
569,Two Rivers,40,US,1612652449,66,44.1539,-87.5693,8.01,13.8
570,Kingaroy,40,AU,1612652449,61,-26.5333,151.8333,81.0,8.05
571,Dosso,52,NE,1612652449,18,13.049,3.1937,77.58,9.4
572,Thinadhoo,2,MV,1612652449,75,0.5333,72.9333,81.16,11.56
573,Halifax,59,CA,1612652394,75,44.6453,-63.5724,35.6,10.36
574,Pevek,38,RU,1612652450,88,69.7008,170.3133,-5.75,5.23
